fecha,libreta,orden,hembrasContadas,machosContados,hembrasXgrupo,referencia,playa,lon0,lat0,tipo
2002-10-05,17,20,26,0,26,"HAREN SIN ALFA",#AFPA,-63.78419,-42.81289,PVALDES
2002-10-05,17,21,3,0,3,"HAREN SIN ALFA",#AFPA,-63.78263,-42.81263,PVALDES
2002-10-05,17,22,95,1,95,HAREN,#AFPA,-63.78106,-42.81236,PVALDES
2002-10-05,17,23,66,1,66,HAREN,#AFPA,-63.77119,-42.81236,PVALDES
2002-10-05,17,25,6,1,6,HAREN,#AFPA,-63.76753,-42.81153,PVALDES
2002-10-05,17,26,58,1,58,HAREN,#AFPA,-63.76325,-42.81153,PVALDES
2002-10-05,17,28,9,1,9,HAREN,#AFPA,-63.7575,-42.81011,PVALDES
2002-10-05,17,29,48,1,48,HAREN,#AFPA,-63.756,-42.80986,PVALDES
2002-10-05,18,4,2,0,2,"HAREN SIN ALFA",#PAPS,-63.88641,-42.83442,PVALDES
2002-10-05,18,5,26,1,26,HAREN,#PAPS,-63.88331,-42.83389,PVALDES
2002-10-05,18,6,17,1,17,HAREN,#PAPS,-63.87936,-42.83428,PVALDES
2002-10-05,18,7,16,0,16,"HAREN SIN ALFA",#PAPS,-63.87603,-42.83439,PVALDES
2002-10-05,18,8,7,1,7,HAREN,#PAPS,-63.87322,-42.83333,PVALDES
2002-10-05,18,9,39,1,39,HAREN,#PAPS,-63.87097,-42.83156,PVALDES
2002-10-05,18,11,23,1,23,HAREN,#PAPS,-63.86725,-42.83047,PVALDES
2002-10-05,18,12,55,1,55,HAREN,#PAPS,-63.86294,-42.82933,PVALDES
2002-10-05,18,13,20,1,20,HAREN,#PAPS,-63.86006,-42.82872,PVALDES
2002-10-05,18,15,33,1,33,HAREN,#PAPS,-63.85703,-42.82819,PVALDES
2002-10-05,18,16,29,1,29,HAREN,#PAPS,-63.85403,-42.82744,PVALDES
2002-10-05,18,18,29,1,29,HAREN,#PAPS,-63.84972,-42.82711,PVALDES
2002-10-05,18,20,13,1,13,HAREN,#PAPS,-63.84356,-42.82739,PVALDES
2002-10-05,18,21,30,1,30,HAREN,#PAPS,-63.84342,-42.82736,PVALDES
2002-10-05,18,22,30,1,30,HAREN,#PAPS,-63.84336,-42.82733,PVALDES
2002-10-05,18,23,16,1,16,HAREN,#PAPS,-63.84256,-42.82686,PVALDES
2002-10-05,18,24,13,1,13,HAREN,#PAPS,-63.84122,-42.82603,PVALDES
2002-10-05,18,25,14,1,14,HAREN,#PAPS,-63.83697,-42.8245,PVALDES
2002-10-05,18,26,24,1,24,HAREN,#PAPS,-63.83642,-42.82431,PVALDES
2002-10-05,18,27,35,1,35,HAREN,#PAPS,-63.83183,-42.82375,PVALDES
2002-10-05,18,1,69,1,69,HAREN,#PSFT,-63.89311,-42.83506,PVALDES
2002-10-05,18,3,4,1,4,HAREN,#PSFT,-63.8895,-42.83494,PVALDES
2002-10-05,19,1,3,1,3,HAREN,#PSFT,-63.95536,-42.84469,PVALDES
2002-10-05,19,2,31,1,31,HAREN,#PSFT,-63.94906,-42.84331,PVALDES
2002-10-05,19,4,10,1,10,HAREN,#PSFT,-63.94528,-42.84256,PVALDES
2002-10-05,19,5,3,1,3,HAREN,#PSFT,-63.94136,-42.84208,PVALDES
2002-10-05,19,7,10,1,10,HAREN,#PSFT,-63.93656,-42.84153,PVALDES
2002-10-05,19,8,19,1,19,HAREN,#PSFT,-63.93475,-42.84128,PVALDES
2002-10-05,19,9,8,1,8,HAREN,#PSFT,-63.93081,-42.84164,PVALDES
2002-10-05,19,12,51,1,51,HAREN,#PSFT,-63.92192,-42.84192,PVALDES
2002-10-05,19,13,11,1,11,HAREN,#PSFT,-63.92053,-42.84169,PVALDES
2002-10-05,19,14,31,1,31,HAREN,#PSFT,-63.91892,-42.84153,PVALDES
2002-10-05,19,16,36,1,36,HAREN,#PSFT,-63.90308,-42.83617,PVALDES
2002-10-05,19,17,32,1,32,HAREN,#PSFT,-63.90219,-42.83586,PVALDES
2002-10-05,19,18,74,1,74,HAREN,#PSFT,-63.89906,-42.83506,PVALDES
2002-10-05,20,12,16,1,16,HAREN,#PSFT,-63.96048,-42.84635,PVALDES
2002-10-05,20,13,8,1,8,HAREN,#PSFT,-63.95608,-42.84495,PVALDES
2002-10-05,20,4,26,1,26,HAREN,#FTFT,-63.9926,-42.85343,PVALDES
2002-10-05,20,5,31,1,31,HAREN,#FTFT,-63.99217,-42.85322,PVALDES
2002-10-05,20,6,15,1,15,HAREN,#FTFT,-63.99217,-42.85315,PVALDES
2002-10-05,20,7,4,1,4,HAREN,#FTFT,-63.99032,-42.85228,PVALDES
2002-10-05,20,10,2,0,2,"HAREN SIN ALFA",#FTFT,,,PVALDES
2002-10-05,20,11,49,1,49,HAREN,#FTFT,-63.96332,-42.84682,PVALDES
2002-10-07,21,38,13,1,13,HAREN,#NSFN,-64.30797,-42.97814,PVALDES
2002-10-07,21,2,4,1,4,HAREN,#FNAG,-64.37906,-43.0185,PVALDES
2002-10-07,21,4,10,1,10,HAREN,#FNAG,-64.37664,-43.01769,PVALDES
2002-10-07,21,5,4,1,4,HAREN,#FNAG,-64.37536,-43.01717,PVALDES
2002-10-07,21,7,5,1,5,HAREN,#FNAG,-64.37097,-43.01547,PVALDES
2002-10-07,21,8,2,1,2,HAREN,#FNAG,-64.36975,-43.01506,PVALDES
2002-10-07,21,10,2,0,2,"HAREN SIN ALFA",#FNAG,-64.36407,-43.01337,PVALDES
2002-10-07,21,14,3,0,3,"HAREN SIN ALFA",#FNAG,-64.35839,-43.01167,PVALDES
2002-10-07,21,16,7,1,7,HAREN,#FNAG,-64.34703,-43.00828,PVALDES
2002-10-07,21,26,5,1,5,HAREN,#FNAG,-64.32503,-42.99283,PVALDES
2002-10-07,21,27,4,1,4,HAREN,#FNAG,-64.32181,-42.98892,PVALDES
2002-10-07,21,29,6,1,6,HAREN,#FNAG,-64.31875,-42.98717,PVALDES
2002-10-07,21,30,7,0,7,"HAREN SIN ALFA",#FNAG,-64.31667,-42.98686,PVALDES
2002-10-07,21,31,6,0,6,"HAREN SIN ALFA",#FNAG,-64.31472,-42.98653,PVALDES
2002-10-07,21,33,7,1,7,HAREN,#FNAG,-64.31136,-42.985,PVALDES
2002-10-07,21,34,4,1,4,HAREN,#FNAG,-64.31025,-42.98353,PVALDES
2002-10-07,21,1,11,1,11,HAREN,#AGLE,-64.37981,-43.01889,PVALDES
2002-10-07,22,1,11,1,11,HAREN,#AGLE,-64.38125,-43.01965,PVALDES
2002-10-07,22,3,3,0,3,"HAREN SIN ALFA",#AGLE,-64.38877,-43.02264,PVALDES
2002-10-07,22,4,4,1,4,HAREN,#AGLE,-64.38527,-43.02085,PVALDES
2002-10-07,22,6,21,1,21,HAREN,#AGLE,-64.38828,-43.02295,PVALDES
2002-10-07,22,9,17,1,17,HAREN,#AGLE,-64.39087,-43.02603,PVALDES
2002-10-07,22,12,12,1,12,HAREN,#AGLE,-64.40368,-43.02997,PVALDES
2002-10-07,22,15,4,1,4,HAREN,#AGLE,-64.40955,-43.03297,PVALDES
2002-10-07,22,17,17,1,17,HAREN,#AGLE,-64.41308,-43.03425,PVALDES
2002-10-07,22,19,5,1,5,HAREN,#AGLE,-64.41608,-43.03673,PVALDES
2002-10-07,22,26,7,1,7,HAREN,#AGLE,-64.44075,-43.05183,PVALDES
2002-10-07,22,28,6,1,6,HAREN,#AGLE,-64.44508,-43.05577,PVALDES
2002-10-07,22,29,26,1,26,HAREN,#AGLE,-64.44622,-43.05648,PVALDES
2002-10-07,22,32,3,1,3,HAREN,#AGLE,-64.45017,-43.05848,PVALDES
2002-10-07,22,34,5,1,5,HAREN,#AGLE,-64.45315,-43.06065,PVALDES
2002-10-07,22,36,9,1,9,HAREN,#AGLE,-64.46027,-43.06508,PVALDES
2002-10-07,22,38,2,1,2,HAREN,#AGLE,-64.4645,-43.06562,PVALDES
2002-10-07,23,1,31,1,31,HAREN,#LETA,-64.56172,-43.09442,PVALDES
2002-10-07,23,2,24,1,24,HAREN,#LETA,-64.55906,-43.09461,PVALDES
2002-10-07,23,4,13,1,13,HAREN,#LETA,-64.55547,-43.09356,PVALDES
2002-10-07,23,5,3,1,3,HAREN,#LETA,-64.55275,-43.09311,PVALDES
2002-10-07,23,9,3,1,3,HAREN,#LETA,-64.52942,-43.08547,PVALDES
2002-10-07,23,12,2,1,2,HAREN,#LETA,-64.501,-43.07625,PVALDES
2002-10-07,23,16,2,1,2,HAREN,#LETA,-64.49111,-43.07292,PVALDES
2002-10-07,23,22,3,1,3,HAREN,#LETA,-64.47508,-43.06936,PVALDES
2002-10-07,23,24,6,1,6,HAREN,#LETA,-64.47133,-43.06908,PVALDES
2002-10-07,23,27,16,1,16,HAREN,#LETA,-64.46644,-43.06594,PVALDES
,
,
,
,
